CAS登録番号,物質名称,ニトリルゴム (0.1 mm),ニトリルゴム (0.11 mm),ニトリルゴム (0.12 mm),ニトリルゴム (0.13 mm),ニトリルゴム (0.2 mm),ニトリルゴム (0.3 mm),ニトリルゴム (0.38 mm),ニトリルゴム (0.45 mm),ニトリルゴム (0.46 mm),天然ゴム（ラテックス） (0.23 mm),ブチルゴム (0.35 mm),クロロプレンゴム (0.18 mm),クロロプレンゴム (0.45 mm),ポリビニルアルコール（PVA）,クロロスルホン化ポリエチレン（CSM） (0.9 mm),ポリ塩化ビニル,ウレタン (0.5 mm),フッ素ゴム/ブチルゴム (0.3 mm),クロロプレン/天然ゴム (0.68 mm),クロロプレン/天然ゴム (0.7 mm),ニトリル/ネオプレンゴム (0.2 mm),ニトリル/ネオプレンゴム (0.38 mm),ポリ塩化ビニル/ニトリルゴム,多層フィルム（LLDPE） (0.062 mm),多層フィルム（EVOH） (0.06 mm),その他多層/複層フィルム
13048-33-4,二アクリル酸ヘキサメチレン,1,,,,1,3,,3,,0,3,0,,3,,,,3,1,,1,,1,3,,3
13071-79-9,テルブホス,0,,,,0,0,,,0,0,1,0,,,,,,1,0,,0,,0,3,,
13138-45-9,硝酸ニッケル,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
13149-00-3,ｃｉｓ－シクロヘキサン－１，２－ジカルボン酸無水物（別名ヘキサヒドロ無水フタル酸のｃｉｓ－異性体）,,,,,,,,,,,,,,,,,,,,,,,,,,
13189-00-9,亜鉛＝ビス（２－メチルプロパ－２－エノアート）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13194-48-4,エトプロホス,0,,,,0,0,,,0,0,0,0,,,,,,1,0,,0,,0,3,,
13453-07-1,塩化第二金,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13463-41-7,２－ピリジンチオール－１－オキシドの亜鉛塩（別名ジンクピリチオン）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13477-10-6,次亜塩素酸バリウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13478-00-7,硝酸ニッケル（Ⅱ）・六水和物,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13517-20-9,過ホウ酸一ナトリウム三水和物,,,,,,,,,,,,,,,,,,,,,,,,,3,
13517-24-3,メタケイ酸ナトリウム９水和物,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13598-36-2,亜リン酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13770-89-3,ビス（スルファミン酸）ニッケル（Ⅱ）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13840-33-0,次亜塩素酸リチウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
13952-84-6,セカンダリ－ブチルアミン,0,,,,0,0,,,0,0,0,0,,0,,,,1,0,,0,,0,3,,
13967-50-5,シアン化第一金カリウム,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
14166-21-3,ｔｒａｎｓ－シクロヘキサン－１，２－ジカルボン酸無水物（別名ヘキサヒドロ無水フタル酸のｔｒａｎｓ－異性体）,,,,,,,,,,,,,,,,,,,,,,,,,3,
14220-17-8,シアン化ニッケルカリウム,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
14324-55-1,ジエチルジチオカルバミン酸亜鉛,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
14409-72-4,２６－（４－ノニルフェノキシ）－３，６，９，１２，１５，１８，２１，２４－オクタオクサヘキサコサン－１－オール【Ｎｏｎｏｘｙｎｏｌ－９（ｐ－体）】,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
14915-37-8,ビス（２－スルフィドピリジン－１－オラト）銅,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
14977-61-8,オキシ塩化クロム（Ⅵ）（別名塩化クロミル）,,,,,,,,,,,,,,,,,,,,,,,,,,
15120-21-5,過ホウ酸一ナトリウム,,,,,,,,,,,,,,,,,,,,,,,,,3,
15263-52-2,１，３－ジカルバモイルチオ－２－（Ｎ， Ｎ－ジメチルアミノ）－プロパン塩酸塩,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
15571-58-1,２－エチルヘキシル１０－エチル－４，４－ジオクチル－７－オキソ－８－オキサ－３，５－ジチア－４－スタンナテトラデカノネート【ＤＯＴＥ】,,1,,,2,3,,3,,1,3,2,,3,,,,3,2,,2,,2,3,,
15625-89-5,トリメチロールプロパントリアクリラート,2,,,,2,3,,3,,0,3,2,,3,,,,3,3,,3,,2,3,3,0
15875-13-5,１，３，５－トリス（ジメチルアミノプロピル）ヘキサヒドロ－１，３，５－トリアジン,1,,,,1,2,,3,,0,3,2,,0,,,,3,3,,2,,1,3,,
15972-60-8,２－クロロ－２’，６’－ジエチル－Ｎ－（メトキシメチル）アセトアニリド （別名アラクロール）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
16219-75-3,５－エチリデン－２－ノルボルネン (別名エチリデンノルボルネン),,,1,,1,3,,3,,0,0,1,,3,,,,3,,0,3,,1,3,3,
16672-87-0,エテホン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
16721-80-5,硫化水素ナトリウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
16752-77-5,Ｓ－メチル－Ｎ－［（メチルカルバモイル）オキシ］チオアセトイミデート,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
16812-54-7,硫化ニッケル,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
16872-11-0,ホウフッ化水素酸（70%）,1,,,,2,3,,3,,2,3,3,,0,,,,3,3,,3,,3,2,,3
16903-35-8,塩化金酸,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
16919-58-7,塩化第二白金酸アンモニウム錯塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
16923-58-3,六塩化白金酸二ナトリウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
16940-66-2,水素化ホウ素ナトリウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
16941-12-1,ヘキサクロロ白金（IV）酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
16961-83-4,ケイフッ化水素酸（70%）,0,,,,0,1,,1,,0,3,2,,0,,,,3,2,,0,,2,3,,3
17090-79-8,モネンシン,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
17095-24-8,リアクティブ　ブラック－５（50%）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
17557-23-2,２，２’－（２，２－ジメチル－１，３－プロパンジイル）ビス（オキシメチレン）ビスオキシラン；ネオペンチルグリコールジグリシジルエーテル,3,,,,3,3,,3,,0,2,0,,3,,,,3,1,,2,,2,3,,
17689-77-9,エチルトリアセトキシシラン,1,,,,1,3,,3,,0,3,1,,3,,,,3,1,,2,,3,3,,
17702-41-9,デカボラン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
17796-82-6,Ｎ－（シクロヘキシルチオ）フタルイミド,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
17804-35-2,Ｎ－［１－（Ｎ－ｎ－ブチルカルバモイル）－１Ｈ－２－ベンゾイミダゾリル］カルバミン酸メチル (別名ベノミル),3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
18127-01-0,３－（４－ｔｅｒｔ－ブチルフェニル）プロパナール,0,,,,0,0,,,0,0,2,0,,1,,,,2,0,,0,,0,3,3,
18972-56-0,ケイフッ化マグネシウム（６水塩）,2,,,,2,3,,3,,2,3,3,,0,,,,3,3,,3,,3,3,3,
19287-45-7,ジボラン,0,,,,0,0,,0,,0,0,0,,0,,,,,0,,0,,0,,,3
19624-22-7,ペンタボラン,,,,,,,,,,,,,,,,,,,,,,,,,,
20816-12-0,四酸化オスミウム,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,,
21351-79-1,水酸化セシウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
21564-17-0,２－（チオシアナートメチルチオ）－１，３－ベンゾチアゾール,0,,,,0,0,,,0,0,1,0,,,,,,2,0,,0,,0,2,,
22224-92-6,Ｎ－イソプロピルアミノホスホン酸Ｏ－エチル－Ｏ－（３－メチル－４－メチルチオフェニル）（別名フェナミホス）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
22248-79-9,りん酸（Ｚ）－２－クロロ－１－（２，４，５－トリクロロフェニル）ビニル＝ジメチル （Ｔｅｔｒａｃｈｌｏｒｖｉｎｐｈｏｓ）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
22373-78-0,モネンシンナトリウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
22781-23-3,２，２－ジメチル－１，３－ベンゾジオキソール－４－イル－Ｎ－メチルカルバマート （別名ベンダイオカルブ）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
22936-75-0,４－（１，２，ジメチルプロピルアミノ）－２－エチルアミノ－６－メチルチオ－１，３，５－トリアジン（別名ジメタメトリン）,1,,,,1,2,,3,,0,3,2,,0,,,,3,3,,2,,1,3,,
23103-98-2,２－ジメチルアミノ－５，６－ジメチルピリミジル－４－Ｎ，Ｎ－ジメチルカルバメート  (別名ピリミカーブ）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
23184-66-9,Ｎ－ブトキシメチル－２－クロロ－２’，６’－ジエチルアセトアニリド  （別名ブタクロール）,2,,,,2,3,,3,,1,3,2,,3,,,,3,3,,3,,3,3,,
23422-53-9,塩酸ホルメタナート,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
23564-05-8,ジメチル４，４’－（オルト－フェニレン）ビス（３－チオアロファナート）（別名チオファネート－メチル）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
25013-16-5,ブチルヒドロキシアニソール,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
25068-38-6,４，４’－イソプロピリデンジフェノールと１－クロロ－２，３－エポキシプロパンの重縮合物（液状のものに限る。）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
25103-58-6,ターシャリ－ドデカンチオール,3,,,,3,3,,3,,0,2,1,,,,,,3,2,,3,,1,3,3,
25154-52-3,ノニルフェノール,1,,,,2,3,,3,,1,3,2,,3,,,,3,3,,3,,3,3,,0
25154-54-5,ジニトロベンゼン（異性体混合物）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
25167-80-0,クロロフェノール,0,,,,0,1,,1,,0,3,1,,3,,,,3,1,,0,,1,3,,
25168-24-5,ジブチルスズビス（イソオクチル＝チオグリコレート）,,,,,,,,,,,,,,,,,,,,,,,,,,
25265-76-3,フェニレンジアミン,,,,,,,,,,,,,,,,,,,,,,,,,3,
25321-14-6,ジニトロトルエン （異性体混合物）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
25376-45-8,トルイレンジアミン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
25550-51-0,メチルヘキサヒドロ無水フタル酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
25584-83-2,アクリル酸とプロパン－１，２－ジオールのモノエステル,,0,,,1,2,,2,,0,3,2,,3,,,,3,1,,1,,2,3,3,
26087-47-8,チオりん酸Ｓ－ベンジル－Ｏ，Ｏ－ジイソプロピル (別名イプロベンホス),1,,,,1,2,,2,,0,1,0,,,,,,1,0,,,2,1,3,,
26447-14-3,１，２－エポキシ－３－（トリルオキシ）プロパン,0,,,,1,1,,1,,,2,2,,,,,,2,3,,0,,1,3,3,
26447-40-5,１，１’－メチレンビス（イソシアナトベンゼン）,2,,,,2,3,,3,,1,3,2,,3,,,,3,3,,3,,3,3,,
26530-20-1,２－ｎ－オクチル－４－イソチアゾリン－３－オン,,1,,,2,3,,3,,0,2,1,,2,,,,3,1,,3,,1,3,3,
26628-22-8,アジ化ナトリウム,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
26952-21-6,イソオクタノール,,1,,,2,3,,3,,1,3,,2,3,,,,3,1,,3,,3,3,3,
27083-27-8,ポリヘキサメチレンビグアナイド,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
27176-87-0,ドデシルベンゼンスルホン酸,2,,,,3,3,,3,,2,3,3,,0,,,,3,3,,3,,3,3,,3
27459-10-5,４－イソドデシルフェノール,,,,,,,,,,,,,,,,,,,,,,,,,,
31242-93-0,塩素化ジフェニルオキシド,0,,,,1,2,,2,,0,2,1,,3,,,,2,1,,1,,2,3,,
32055-14-4,アニリン・ホルムアルデヒド・ホスゲン重合物,2,,,,3,3,,3,,2,3,2,,3,,,,3,3,,3,,3,3,3,
32210-23-4,４－ｔｅｒｔ－ブチルシクロヘキサン－１－イル＝アセタート,0,,,,0,1,,1,,0,0,0,,3,,,,0,0,,1,,1,3,3,
32388-55-9,１－［（３Ｒ，３ａＲ，７Ｒ，８ａＳ）－３，６，８，８－テトラメチル－２，３，４，７，８，８ａ－ヘキサヒドロ－１Ｈ－３ａ，７－メタノアズレン－５－イル］エタノン,,,,,,,,,,,,,,,,,,,,,,,,,3,
33089-61-1,３－メチル－１，５－ジ（２，４－キシリル）－１，３，５－トリアザペンタ－１，４－ジエン (別名アミトラズ),3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
34590-94-8,ジプロピレングリコールメチルエーテル,1,,,,2,2,,3,,0,3,2,,2,,,,3,2,,2,,2,3,3,3
34643-46-4,ジチオりん酸Ｏ－２，４－ジクロロフェニルＯ－エチル－Ｓ－プロピル,1,,,,1,2,,2,,0,1,0,,,,,,1,0,,,2,1,3,,
35400-43-2,ジチオりん酸Ｏ－エチル－Ｏ－（４－メチルチオフェニル）－Ｓ－ｎ－プロピル,0,,,,0,1,,1,,0,1,0,,,,,,1,0,,0,,0,3,,
36483-57-5,３－ブロモ－２，２－ビス（ブロモメチル）プロパン－１－オール,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
37244-98-7,過ホウ酸ナトリウム四水和物,,,,,,,,,,,,,,,,,,,,,,,,,3,
39148-24-8,アルミニウム＝トリス（エチル＝ホスホナート）（別名ホセチル又はホセチルアルミニウム）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
39300-45-3,ジニトロメチルヘプチルフェニルクロトナート,,,,,,,,,,,,,,,,,,,,,,,,,3,
39430-27-8,炭酸ニッケル四水和物,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
39680-90-5,Ｎ－メチルジチオカルバミン酸アンモニウム  (別名カーバム、メタムアンモニウム塩),,,,,,,,,,,,,,,,,,,,,,,,,,
39807-15-3,５－ターシャリ－ブチル－３－［２，４－ジクロロ－５－（プロパ－２－イン－１－イルオキシ）フェニル］－１，３，４－オキサジアゾール－２（３Ｈ）－オン（別名オキサジアリギル）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
41198-08-7,チオりん酸Ｏ－４－ブロモ－２－クロロフェニル－Ｏ－エチル－Ｓ－プロピル,1,,,,1,2,,2,,0,1,0,,,,,,1,0,,,2,1,3,,
41205-21-4,Ｎ－（４’－フルオロフエニル）－２，３－ジクロロマレイミド（別名フルオルイミド）,,,,,,,,,,,,,,,,,,,,,,,,,,
42978-66-5,トリプロピレングリコールジアクリレート,,,,,,,,,,,,,,,,,,,,,,,,,,3
50471-44-8,（ＲＳ）－３－（３，５－ジクロロフェニル）－５－メチル－５－ビニル－１，３－オキサゾリジン－２，４－ジオン【ビンクロゾリン】,,,,,,,,,,,,,,,,,,,,,,,,,,
51218-45-2,２－クロロ－２’－エチル－Ｎ－（２－メトキシ－１－メチルエチル）－６’－メチルアセトアニリド （別名メトラクロール）,,,,,,,,,,,,,,,,,,,,,,,,,,
51218-49-6,２－クロロ－２’， ６’－ジエチル－Ｎ－（２－プロポキシエチル）アセトアニリド （別名プレチラクロール）,,,,,,,,,,,,,,,,,,,,,,,,,,
51235-04-2,３－シクロヘキシル－６－（ジメチルアミノ）－１－メチル－１，３，５－トリアジン－２，４（１Ｈ，３Ｈ）－ジオン（別名ヘキサジノン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
51594-55-9,（Ｒ）－１－クロロ－２，３－エポキシプロパン,,,,,,,,,,,,,,,,,,,,,,,,,,
51630-58-1,α－シアノ－３－フェノキシベンジル＝２－（４－クロロフェニル）－３－メチルブチラート,,,,,,,,,,,,,,,,,,,,,,,,,3,
52315-07-8,α－シアノ－３－フェノキシベンジル＝３－（２，２－ジクロロビニル）－２，２－ジメチルシクロプロパンカルボキシラート（別名シペルメトリン）※シペルメトリン（ａｌｐｈａ－シペルメトリン及びｚｅｔａ－シペルメトリンを含む）,,,,,,,,,,,,,,,,,,,,,,,,,3,3
52829-07-9,ビス（２，２，６，６－テトラメチル－４－ピペリジル）セバケート,,,,,,,,,,,,,,,,,,,,,,,,,,
52888-80-9,Ｓ－ベンジル＝ジプロピルカルバモチオアート（別名プロスルホカルブ）,,,,,,,,,,,,,,,,,,,,,,,,,,
53209-19-1,４－ニトロ－ｏ－フェニレンジアミン・塩酸塩,,,,,,,,,,,,,,,,,,,,,,,,,3,
54464-57-2,１－（２，３，８，８－テトラメチル－ １，２，３，４，５，６，７，８－オクタヒドロナフタレン－２－イル）エタン－１－オン（別名：Ｉｓｏ　Ｅ　Ｓｕｐｅｒ）,,,,,,,,,,,,,,,,,,,,,,,,,,
55285-14-8,Ｎ－ジブチルアミノチオ－Ｎ－メチルカルバミン酸２，３－ジヒドロ－２，２－ジメチル－７－ベンゾ［ｂ］フラニル,,,,,,,,,,,,,,,,,,,,,,,,,,
55406-53-6,３－ヨード－２－プロピニル＝ブチルカルバマート,,,,,,,,,,,,,,,,,,,,,,,,,,
55512-33-9,Ｏ－6－クロロ－３－フェニル－４－ピリダジニル＝Ｓ－ｎ－オクチル＝チオカルボナート,,,,,,,,,,,,,,,,,,,,,,,,,,
57018-04-9,Ｏ－２，６－ジクロロ－ｐ－トリル＝Ｏ，Ｏ－ジメチル＝ホスホロチオアート（別名トルクロホスメチル）,,,,,,,,,,,,,,,,,,,,,,,,,3,
57427-55-1,テトラプロピレンフェノール,,,,,,,,,,,,,,,,,,,,,,,,,,
57966-95-7,１－［（ＥＺ）－２－シアノ－２－メトキシイミノアセチル－３－エチルウレア（別名シモキサニル）,,,,,,,,,,,,,,,,,,,,,,,,,3,
60207-90-1,（２ＲＳ，４ＲＳ；２ＲS，４ＲＳ）－１－［２－（２，４－ジクロロフェニル）－４－プロピル－１，３－ジオキソラン－２－イルメチル］－１Ｈ－１，２，４－トリアゾール（別名プロピコナゾール）,,,,,,,,,,,,,,,,,,,,,,,,,,
61788-46-3,ココアルキルアミン,,,,,,,,,,,,,,,,,,,,,,,,,3,
61789-40-0,（３－アミノプロパン－１－イル）（カルボキシメチル）ジメチルアンモニウムのＮ－ヤシアシル誘導体内部塩,,,,,,,,,,,,,,,,,,,,,,,,,3,
61789-80-8,ビス（水素化牛脂）ジメチルアンモニウム＝クロリド,,,,,,,,,,,,,,,,,,,,,,,,,3,
61791-26-2,獣脂アルキルアミンのエトキシ化物,,,,,,,,,,,,,,,,,,,,,,,,,3,
63935-38-6,α－シアノ－３－フェノキシベンジル＝２，２－ジクロロ－１－（４－エトキシフェニル）シクロプロパンカルボキシラート（別名シクロプロトリン）,,,,,,,,,,,,,,,,,,,,,,,,,,
64359-81-5,４，５－ジクロロ－２－オクチルイソチアゾール－３（２Ｈ）－オン,,,,,,,,,,,,,,,,,,,,,,,,,3,
64440-88-6,ビス（Ｎ，Ｎ－ジメチルジチオカルバミン酸）Ｎ，Ｎ’－エチレンビス（チオカルバモイルチオ亜鉛）,,,,,,,,,,,,,,,,,,,,,,,,,3,
65321-67-7,トルエン－２，４－ジアンモニウム硫酸塩,,,,,,,,,,,,,,,,,,,,,,,,,,
65907-30-4,フラチオカルブ,,,,,,,,,,,,,,,,,,,,,,,,,,
66230-04-4,エスフェンバレレート,,,,,,,,,,,,,,,,,,,,,,,,,,
67375-30-8,（Ｓ）－α－シアノ－３－フェノキシベンジル＝３－（２，２－ジクロロビニル）－２，２－ジメチル－ｃｉｓ－シクロプロパンカルボキシラート,,,,,,,,,,,,,,,,,,,,,,,,,3,
68131-39-5,ポリ（オキシエチレン）＝アルキルエーテル（アルキル基の炭素数が１２から１５ までのもの及びその混合物に限る。）,,,,,,,,,,,,,,,,,,,,,,,,,3,
68424-85-1,アルキル（Ｃ＝１２～１６）（ベンジル）（ジメチル）アンモニウム＝クロリド,,,,,,,,,,,,,,,,,,,,,,,,,,
68609-97-2,脂肪族（Ｃ１２－１４）グリシジルエーテル,,,,,,,,,,,,,,,,,,,,,,,,,,
71048-99-2,Ｌ－２－アミノ－４－［（ヒドロキシ）（メチル）－ホスフィノイル］ブチリル－Ｌ－アラニル－Ｌ－アラニンナトリウム塩,,,,,,,,,,,,,,,,,,,,,,,,,3,
79622-59-6,３－クロロ－Ｎ－（３－クロロ－５－トリフルオロメチル－２－ピリジル）－α，α，α－トリフルオロ－２，６－ジニトロ－ｐ－トルイジン（別名フルアジナム）,,,,,,,,,,,,,,,,,,,,,,,,,3,
79983-71-4,２－（２，４－ジクロロフェニル）－１－（１Ｈ－１，２，４－トリアゾール－１－イル）－２－ヘキサノール（別名ヘキサコナゾ－ル）,,,,,,,,,,,,,,,,,,,,,,,,,3,
81334-34-1,（ＲＳ）－２－（４－イソプロピル－４－メチル－５－オキソ－２－イミダゾリン－２－イル）ニコチン酸（別名イマザピル（酸））,,,,,,,,,,,,,,,,,,,,,,,,,3,
82633-79-2,２－メチル－５，６－ジヒドロ－４Ｈ－シクロペンタ［ｄ］イソチアゾール－３－オン,,,,,,,,,,,,,,,,,,,,,,,,,3,
82657-04-3,２－メチル－１，１’－ビフェニル－３－イルメチル＝（Ｚ）－３－（２－クロロ－３，３，３－トリフルオロ－１－プロペニル）－２，２－ジメチルシクロプロパンカルボキシラート,,,,,,,,,,,,,,,,,,,,,,,,,3,
84852-15-3,４－ノニルフェノール（分枝）,,,,,,,,,,,,,,,,,,,,,,,,,,
85954-11-6,４，４’－ビス（２，３－エポキシプロポキシ）－３，３’，５，５’－テトラメチルビフェニル（２，２’－（（３，３’，５，５’－ｔｅｔｒａｍｅｔｈｙｌ－（１，１’－ｂｉｐｈｅｎｙｌ）－４，４’－ｄｉｙｌ）－ｂｉｓ（ｏｘｙｍｅｔｈｙｌｅｎｅ））－ｂｉｓ－ｏｘｉｒａｎｅ）,,,,,,,,,,,,,,,,,,,,,,,,,3,
86598-92-7,４－クロロベンジル＝Ｎ－（２，４－ジクロロフェニル）－２－（１Ｈ－１，２，４－トリアゾール－１－イル）チオアセトイミダート,,,,,,,,,,,,,,,,,,,,,,,,,3,
87392-12-9,２－クロロ－Ｎ－（２－エチル－６－メチルフェニル）－Ｎ－［（Ｓ）－１－メトキシプロパン－２－イル］アセトアミド（別名メトラクロール（Ｓ体））,,,,,,,,,,,,,,,,,,,,,,,,,,
87674-68-8,（ＲＳ）－２－クロロ－Ｎ－（２，４－ジメチル－３－チエニル）－Ｎ－（２－メトキシ－１－メチルエチル）アセトアミド（別名ジメテナミド）,,,,,,,,,,,,,,,,,,,,,,,,,,
95465-99-9,Ｓ，Ｓ－ビス（１－メチルプロピル）＝Ｏ－エチル＝ホスホロジチオアート（別名カズサホス）,0,,,,0,0,,,0,0,0,0,,,,,,1,0,,0,,0,3,,
96491-05-3,２－クロロ－N－（３－メトキシ－２－チエニル）－２’，６’－ジメチルアセトアニリド,,,,,,,,,,,,,,,,,,,,,,,,,3,
98886-44-3,ホスチアゼート,,,,,,,,,,,,,,,,,,,,,,,,,,
102851-06-9,α－シアノ－３－フェノキシベンジル＝Ｎ－（２－クロロ－α，α，α－トリフルオロ－ｐ－トリル）－Ｄ－バリナート (別名フルバリネート）,,,,,,,,,,,,,,,,,,,,,,,,,,
105779-78-0,５－クロロ－N－｛２－［４－（２－エトキシエチル）－２，３－ジメチルフェノキシ］エチル｝－６－エチルピリミジン－４－アミン（別名ピリミジフェン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
106917-52-6,２’，４－ジクロロ－α，α，α－トリフルオロ－４’－ニトロ－ｍ－トルエンスルホンアニリド　（別名フルスルファミド）,,,,,,,,,,,,,,,,,,,,,,,,,3,
110956-75-7,３－（４－クロロ－５－シクロペンチルオキシ－２－フルオロフェニル）－５－イソプロピリ. デン－１，３－オキサゾリジン－２，４－ジオン（別名ペントキサゾン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
111988-49-9,チアクロプリド,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
119168-77-3,Ｎ－（４－ｔｅｒｔ－ブチルベンジル）－４－クロロ－３－エチル－１－メチルピラゾール－５－カルボキサミド（別名テブフェンピラド）,,,,,,,,,,,,,,,,,,,,,,,,,3,
121158-58-5,ドデシル（分枝型）フェノール,,,,,,,,,,,,,,,,,,,,,,,,,,
121552-61-2,４－シクロプロピル－６－メチル－Ｎ－フェニルピリミジン－２－アミン（別名シプロジニル）,,,,,,,,,,,,,,,,,,,,,,,,,3,
133220-30-1,（ＲＳ）－２－［２－（３－クロロフェニル）－２，３－エポキシプロピル］－２－エチルインダン－１，３－ジオン （別名インダノファン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
134098-61-6,ｔｅｒｔ－ブチル＝４－（｛［（１，３－ジメチル－５－フェノキシ－４－ピラゾリル）メチリデン］アミノオキシ｝メチル）ベンゾアート,,,,,,,,,,,,,,,,,,,,,,,,,,
136191-64-5,メチル＝２－（４，６－ジメトキシ－２－ピリミジニルオキシ）－６－［１－（メトキシイミノ）エチル］ベンゾアート,,,,,,,,,,,,,,,,,,,,,,,,,,
141517-21-7,メチル＝（Ｅ）－メトキシイミノ－｛（Ｅ）－アルファ－［１－（アルファ，アルファ，アルファ－トリフルオロ－メタ－トリル）エチリデンアミノオキシ］－オルト－トリル｝アセタート（別名トリフロキシストロビン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
142459-58-3,４’－フルオロ－Ｎ－イソプロピル－２－（５－トリフルオロメチル－１，３，４－チアジアゾール－２－イルオキシ）アセトアニリド（別名フルフェナセット）,,,,,,,,,,,,,,,,,,,,,,,,,3,
148477-71-8,２，２－ジメチルブタン酸＝３－（２，４－ジクロロフェニル）－２－オキソ－１－オキサスピロ［４．５］デカ－３－エン－４－イル（別名スピロジクロフェン）,,,,,,,,,,,,,,,,,,,,,,,,,3,
149877-41-8,イソプロピル＝２－（４－メトキシビフェニル－３－イル）ヒドラジノホルマート （別名ビフェナゼート）,,,,,,,,,,,,,,,,,,,,,,,,,,
155569-91-8,エマメクチン安息香酸塩,,,,,,,,,,,,,,,,,,,,,,,,,3,
163515-14-8,２－クロロ－Ｎ－（２，４－ジメチルチエン－３－イル）－Ｎ－［（２Ｓ）－１－メトキシプロパン－２－イル］アセトアミド　  （別名ジメテナミド Ｐ）,,,,,,,,,,,,,,,,,,,,,,,,,,
